name,canonicalTranscript_graph_id,chromosome,entrezId,jaxId,description_graph_id,synonyms_graph_id,graph_id
H3-3A,es_20200604115458971314,1,3020,3020,es_20200422171423456650,esl_20200604115458971314,jax_gene_3020
FGFR3,es_20200604115458971341,4,2261,2261,es_20200422171422202402,esl_20200604115458971341,jax_gene_2261
TPM4,es_20200604115458971369,19,7171,7171,es_20200422171436124161,esl_20200604115458971369,jax_gene_7171
CIP2A,es_20200604115458971393,3,57650,57650,es_20200422171428534446,esl_20200604115458971393,jax_gene_57650
IKBKE,es_20200604115458971418,1,9641,9641,es_20200422180238317866,esl_20200604115458971418,jax_gene_9641
KDM2A,es_20200604115458971445,11,22992,22992,es_20200422171437154914,esl_20200604115458971445,jax_gene_22992
HMGN2P46,es_20200604115458971474,15,283651,283651,es_20200422171433365130,esl_20200604115458971474,jax_gene_283651
APOBEC3G,es_20200604115458971499,22,60489,60489,es_20200422171430928323,esl_20200604115458971499,jax_gene_60489
SS18,es_20200604115458971531,18,6760,6760,es_20200422171442745075,esl_20200604115458971531,jax_gene_6760
NEK8,es_20200604115458971574,17,284086,284086,es_20200422171450917284,esl_20200604115458971574,jax_gene_284086
DAZAP1,es_20200604115458971603,19,26528,26528,es_20200422171439358908,esl_20200604115458971603,jax_gene_26528
PTPN1,es_20200604115458971626,20,5770,5770,es_20200422171452359458,esl_20200604115458971626,jax_gene_5770
PYCR3,es_20200604115458971650,8,65263,65263,es_20200422171456241249,esl_20200604115458971650,jax_gene_65263
KLC1,es_20200604115458971674,14,3831,3831,es_20200422171441736219,esl_20200604115458971674,jax_gene_3831
SH3GLB1,es_20200604115458971722,1,51100,51100,es_20200422171443715772,esl_20200604115458971722,jax_gene_51100
HDAC3,es_20200604115458971753,5,8841,8841,es_20200422171444619112,esl_20200604115458971753,jax_gene_8841
CCNB1,es_20200604115458971780,5,891,891,es_20200422171605746197,esl_20200604115458971780,jax_gene_891
AGO3,es_20200604115458971805,1,192669,192669,es_20200422180257491973,esl_20200604115458971805,jax_gene_192669
SEC61G,es_20200604115458971829,7,23480,23480,es_20200422171611375758,esl_20200604115458971829,jax_gene_23480
NUMA1,es_20200604115458971852,11,4926,4926,es_20200422171459537084,esl_20200604115458971852,jax_gene_4926
GRIPAP1,es_20200604115458971877,X,56850,56850,es_20200422171457688206,esl_20200604115458971877,jax_gene_56850
BCR,es_20200604115458971901,22,613,613,es_20200422171456813239,esl_20200604115458971901,jax_gene_613
RSPO1,es_20200604115458971930,1,284654,284654,es_20200422171508312578,esl_20200604115458971930,jax_gene_284654
PTPRT,es_20200604115458971955,20,11122,11122,es_20200422171454295350,esl_20200604115458971955,jax_gene_11122
TPM3,es_20200604115458971995,1,7170,7170,es_20200422171502952482,esl_20200604115458971995,jax_gene_7170
WEE1,es_20200604115458972036,11,7465,7465,es_20200422171514102636,esl_20200604115458972036,jax_gene_7465
IRF2BP2,es_20200604115458972060,1,359948,359948,es_20200422180244769854,esl_20200604115458972060,jax_gene_359948
XRCC5,es_20200604115458972084,2,7520,7520,es_20200422171506449587,esl_20200604115458972084,jax_gene_7520
FEN1,es_20200604115458972112,11,2237,2237,es_20200422180240702028,esl_20200604115458972112,jax_gene_2237
ALOX12B,es_20200604115458972138,17,242,242,es_20200422171501919666,esl_20200604115458972138,jax_gene_242
IL3RA,es_20200604115458972163,"X, Y",3563,3563,es_20200422171507326376,esl_20200604115458972163,jax_gene_3563
CBLB,es_20200604115458972192,3,868,868,es_20200422171505448821,esl_20200604115458972192,jax_gene_868
ATF7IP,es_20200604115458972218,12,55729,55729,es_20200422171514610713,esl_20200604115458972218,jax_gene_55729
ARHGEF2,es_20200604115458972246,1,9181,9181,es_20200422171508935234,esl_20200604115458972246,jax_gene_9181
EPCAM,es_20200604115458972276,2,4072,4072,es_20200422171516627109,esl_20200604115458972276,jax_gene_4072
FGFR1,es_20200604115458972312,8,2260,2260,es_20200422171528590242,esl_20200604115458972312,jax_gene_2260
NR4A1,es_20200604115458972351,12,3164,3164,es_20200422171518012142,esl_20200604115458972351,jax_gene_3164
GNAO1,es_20200604115458972381,16,2775,2775,es_20200422171521203997,esl_20200604115458972381,jax_gene_2775
MGA,es_20200604115458972409,15,23269,23269,es_20200422180247934476,esl_20200604115458972409,jax_gene_23269
KDM5B,es_20200604115458972434,1,10765,10765,es_20200422180242357193,esl_20200604115458972434,jax_gene_10765
H3-3B,es_20200604115458972467,17,3021,3021,es_20200422171531300816,esl_20200604115458972467,jax_gene_3021
SOX6,es_20200604115458972492,11,55553,55553,es_20200422171541722682,esl_20200604115458972492,jax_gene_55553
MDS2,es_20200604115458972517,1,259283,259283,es_20200422171530696091,esl_20200604115458972517,jax_gene_259283
CDK1,es_20200604115458972540,10,983,983,es_20200422171538816576,esl_20200604115458972540,jax_gene_983
MDC1,es_20200604115458972565,6,9656,9656,es_20200422171535818656,esl_20200604115458972565,jax_gene_9656
IL7R,es_20200604115458972589,5,3575,3575,es_20200422180255512008,esl_20200604115458972589,jax_gene_3575
SDHA,es_20200604115458972617,5,6389,6389,es_20200422171532612554,esl_20200604115458972617,jax_gene_6389
CXCL1,es_20200604115458972646,4,2919,2919,es_20200422171536881520,esl_20200604115458972646,jax_gene_2919
SPEN,es_20200604115458972680,1,23013,23013,es_20200422171534377017,esl_20200604115458972680,jax_gene_23013
CCND1,es_20200604115458972707,11,595,595,es_20200422171544213691,esl_20200604115458972707,jax_gene_595
ETFA,es_20200604115458972734,15,2108,2108,es_20200422171550439887,esl_20200604115458972734,jax_gene_2108
FIP1L1,es_20200604115458972760,4,81608,81608,es_20200422171548763774,esl_20200604115458972760,jax_gene_81608
IGFBP5,es_20200604115458972786,2,3488,3488,es_20200422180249896190,esl_20200604115458972786,jax_gene_3488
GATA4,es_20200604115458972809,8,2626,2626,es_20200422171545613736,esl_20200604115458972809,jax_gene_2626
VEGFC,es_20200604115458972835,4,7424,7424,es_20200422171549818025,esl_20200604115458972835,jax_gene_7424
SF1,es_20200604115458972862,11,7536,7536,es_20200422171603261869,esl_20200604115458972862,jax_gene_7536
KLF4,es_20200604115458972907,9,9314,9314,es_20200422171551092417,esl_20200604115458972907,jax_gene_9314
OGA,es_20200604115458972934,10,10724,10724,es_20200422180251738224,esl_20200604115458972934,jax_gene_10724
TMEM59,es_20200604115458972960,1,9528,9528,es_20200422171558351106,esl_20200604115458972960,jax_gene_9528
MFSD5,es_20200604115458972988,12,84975,84975,es_20200422171628871326,esl_20200604115458972988,jax_gene_84975
BCL6,es_20200604115458973012,3,604,604,es_20200422171556299507,esl_20200604115458973012,jax_gene_604
STAT5B,es_20200604115458973039,17,6777,6777,es_20200422171601721957,esl_20200604115458973039,jax_gene_6777
HSF2,es_20200604115458973121,6,3298,3298,es_20200422171612456874,esl_20200604115458973121,jax_gene_3298
AHCYL2,es_20200604115458973146,7,23382,23382,es_20200422171607277290,esl_20200604115458973146,jax_gene_23382
PRDM9,es_20200604115458973171,5,56979,56979,es_20200422171613619267,esl_20200604115458973171,jax_gene_56979
CD28,es_20200604115458973199,2,940,940,es_20200422171617199680,esl_20200604115458973199,jax_gene_940
PRDM2,es_20200604115458973223,1,7799,7799,es_20200422171636180068,esl_20200604115458973223,jax_gene_7799
H3C7,es_20200604115458973252,6,8968,8968,es_20200422171609845934,esl_20200604115458973252,jax_gene_8968
CDKN1A,es_20200604115458973287,6,1026,1026,es_20200422180302045766,esl_20200604115458973287,jax_gene_1026
REL,es_20200604115458973321,2,5966,5966,es_20200422180305953532,esl_20200604115458973321,jax_gene_5966
WASF2,es_20200604115458973345,1,10163,10163,es_20200422180301020768,esl_20200604115458973345,jax_gene_10163
ATG7,es_20200604115458973372,3,10533,10533,es_20200422171626191687,esl_20200604115458973372,jax_gene_10533
ZNRF3,es_20200604115458973398,22,84133,84133,es_20200422171633043954,esl_20200604115458973398,jax_gene_84133
NCOA2,es_20200604115458973462,8,10499,10499,es_20200422171621694493,esl_20200604115458973462,jax_gene_10499
CTNNB1,es_20200604115458973492,3,1499,1499,es_20200422171631442402,esl_20200604115458973492,jax_gene_1499
PHOX2B,es_20200604115458973520,4,8929,8929,es_20200422171643109223,esl_20200604115458973520,jax_gene_8929
MRE11,es_20200604115458973547,11,4361,4361,es_20200422171629932451,esl_20200604115458973547,jax_gene_4361
ELOC,es_20200604115458973574,8,6921,6921,es_20200422171634568083,esl_20200604115458973574,jax_gene_6921
FOLR1,es_20200604115458973598,11,2348,2348,es_20200422180307946809,esl_20200604115458973598,jax_gene_2348
EIF1AX,es_20200604115458973624,X,1964,1964,es_20200422171653917417,esl_20200604115458973624,jax_gene_1964
ACP3,es_20200604115458973652,3,55,55,es_20200422171638117152,esl_20200604115458973652,jax_gene_55
PAX8,es_20200604115458973678,2,7849,7849,es_20200422171640915530,esl_20200604115458973678,jax_gene_7849
ASPH,es_20200604115458973700,8,444,444,es_20200422171638772451,esl_20200604115458973700,jax_gene_444
IL2RA,es_20200604115458973730,10,3559,3559,es_20200422171642112293,esl_20200604115458973730,jax_gene_3559
TAF1,es_20200604115458973759,X,6872,6872,es_20200422171650459895,esl_20200604115458973759,jax_gene_6872
PPFIBP2,es_20200604115458973798,11,8495,8495,es_20200422171652454163,esl_20200604115458973798,jax_gene_8495
ERF,es_20200604115458973822,19,2077,2077,es_20200422171644504659,esl_20200604115458973822,jax_gene_2077
ZBTB7A,es_20200604115458973848,19,51341,51341,es_20200422171645320878,esl_20200604115458973848,jax_gene_51341
TET2,es_20200604115458973878,4,54790,54790,es_20200422171708308901,esl_20200604115458973878,jax_gene_54790
PRLR,es_20200604115458973905,5,5618,5618,es_20200422180310157532,esl_20200604115458973905,jax_gene_5618
CCNG2,es_20200604115458973933,4,901,901,es_20200422171659350039,esl_20200604115458973933,jax_gene_901
INO80C,es_20200604115458973955,18,125476,125476,es_20200422171657966281,esl_20200604115458973955,jax_gene_125476
AGBL4,es_20200604115458973993,1,84871,84871,es_20200422171705745551,esl_20200604115458973993,jax_gene_84871
SMO,es_20200604115458974019,7,6608,6608,es_20200422171701072326,esl_20200604115458974019,jax_gene_6608
FMO4,es_20200604115458974046,1,2329,2329,es_20200422171811135534,esl_20200604115458974046,jax_gene_2329
AFAP1,es_20200604115458974070,4,60312,60312,es_20200422180311778508,esl_20200604115458974070,jax_gene_60312
TRIM33,es_20200604115458974096,1,51592,51592,es_20200422171707153320,esl_20200604115458974096,jax_gene_51592
COP1,es_20200604115458974126,1,64326,64326,es_20200422171714125312,esl_20200604115458974126,jax_gene_64326
STARD3NL,es_20200604115458974153,7,83930,83930,es_20200422171715750776,esl_20200604115458974153,jax_gene_83930
ARNT,es_20200604115458974176,1,405,405,es_20200422171721807848,esl_20200604115458974176,jax_gene_405
CDKN2B,es_20200604115458974206,9,1030,1030,es_20200422171720338745,esl_20200604115458974206,jax_gene_1030
LYSMD3,es_20200604115458974235,5,116068,116068,es_20200422171717715646,esl_20200604115458974235,jax_gene_116068
INPP4A,es_20200604115458974257,2,3631,3631,es_20200422171717165463,esl_20200604115458974257,jax_gene_3631
POLB,es_20200604115458974282,8,5423,5423,es_20200422171724458220,esl_20200604115458974282,jax_gene_5423
RELA,es_20200604115458974304,11,5970,5970,es_20200422171718827868,esl_20200604115458974304,jax_gene_5970
H3C11,es_20200604115458974330,6,8354,8354,es_20200422171727053490,esl_20200604115458974330,jax_gene_8354
ATP7B,es_20200604115458974366,13,540,540,es_20200422171729072882,esl_20200604115458974366,jax_gene_540
EIF3E,es_20200604115458974392,8,3646,3646,es_20200422171808051052,esl_20200604115458974392,jax_gene_3646
PRCC,es_20200604115458974419,1,5546,5546,es_20200422171814161329,esl_20200604115458974419,jax_gene_5546
ELF4,es_20200604115458974443,X,2000,2000,es_20200422171832512202,esl_20200604115458974443,jax_gene_2000
CNTNAP2,es_20200604115458974467,7,26047,26047,es_20200422171722829750,esl_20200604115458974467,jax_gene_26047
FOXO3,es_20200604115458974495,6,2309,2309,es_20200422171725939662,esl_20200604115458974495,jax_gene_2309
SALL2,es_20200604115458974522,14,6297,6297,es_20200422171731439027,esl_20200604115458974522,jax_gene_6297
EPOR,es_20200604115458974550,19,2057,2057,es_20200422171809033420,esl_20200604115458974550,jax_gene_2057
SEPTIN9,es_20200604115458974573,17,10801,10801,es_20200422171736941332,esl_20200604115458974573,jax_gene_10801
MLLT3,es_20200604115458974604,9,4300,4300,es_20200422171730550719,esl_20200604115458974604,jax_gene_4300
TGFA,es_20200604115458974629,2,7039,7039,es_20200422171738453217,esl_20200604115458974629,jax_gene_7039
TACC3,es_20200604115458974652,4,10460,10460,es_20200422171728077400,esl_20200604115458974652,jax_gene_10460
WRN,es_20200604115458974678,8,7486,7486,es_20200422171732884177,esl_20200604115458974678,jax_gene_7486
ATM,es_20200604115458974704,11,472,472,es_20200422171757804388,esl_20200604115458974704,jax_gene_472
ARID1A,es_20200604115458974734,1,8289,8289,es_20200422171734884255,esl_20200604115458974734,jax_gene_8289
CD5,es_20200604115458974770,11,921,921,es_20200422171740886461,esl_20200604115458974770,jax_gene_921
MYD88,es_20200604115458974796,3,4615,4615,es_20200422171801570740,esl_20200604115458974796,jax_gene_4615
FAM133B,es_20200604115458974820,7,257415,257415,es_20200422171804498588,esl_20200604115458974820,jax_gene_257415
CARS1,es_20200604115458974857,11,833,833,es_20200422171810637815,esl_20200604115458974857,jax_gene_833
SPINK1,es_20200604115458974886,5,6690,6690,es_20200422171817985852,esl_20200604115458974886,jax_gene_6690
CDH1,es_20200604115458974913,16,999,999,es_20200422171812037977,esl_20200604115458974913,jax_gene_999
PIK3C2B,es_20200604115458974943,1,5287,5287,es_20200422171805172536,esl_20200604115458974943,jax_gene_5287
TANK,es_20200604115458974967,2,10010,10010,es_20200422171816149564,esl_20200604115458974967,jax_gene_10010
SDC4,es_20200604115458974993,20,6385,6385,es_20200422171821486832,esl_20200604115458974993,jax_gene_6385
IGH,es_20200604115458975016,14,3492,3492,es_20200422171814699379,esl_20200604115458975016,jax_gene_3492
H3C15,es_20200604115458975048,1,333932,333932,es_20200422171827722843,esl_20200604115458975048,jax_gene_333932
KAT6A,es_20200604115458975074,8,7994,7994,es_20200422171840037738,esl_20200604115458975074,jax_gene_7994
EZH1,es_20200604115458975103,17,2145,2145,es_20200422171828766678,esl_20200604115458975103,jax_gene_2145
PLK2,es_20200604115458975127,5,10769,10769,es_20200422171836564507,esl_20200604115458975127,jax_gene_10769
HNRNPH1,es_20200604115458975152,5,3187,3187,es_20200422171823064952,esl_20200604115458975152,jax_gene_3187
HERPUD1,es_20200604115458975178,16,9709,9709,es_20200422171826800458,esl_20200604115458975178,jax_gene_9709
SSBP2,es_20200604115458975203,5,23635,23635,es_20200422171825399011,esl_20200604115458975203,jax_gene_23635
PMS2,es_20200604115458975245,7,5395,5395,es_20200422171829763628,esl_20200604115458975245,jax_gene_5395
DNMT1,es_20200604115458975273,19,1786,1786,es_20200422171834902627,esl_20200604115458975273,jax_gene_1786
PTPRZ1,es_20200604115458975303,7,5803,5803,es_20200422171844399533,esl_20200604115458975303,jax_gene_5803
GRIN2A,es_20200604115458975337,16,2903,2903,es_20200422180313951945,esl_20200604115458975337,jax_gene_2903
IGFBP1,es_20200604115458975366,7,3484,3484,es_20200422171842428361,esl_20200604115458975366,jax_gene_3484
VHL,es_20200604115458975394,3,7428,7428,es_20200422171850283914,esl_20200604115458975394,jax_gene_7428
PWWP2A,es_20200604115458975420,5,114825,114825,es_20200422171906246826,esl_20200604115458975420,jax_gene_114825
MYBL1,es_20200604115458975444,8,4603,4603,es_20200422171909394239,esl_20200604115458975444,jax_gene_4603
SLC16A3,es_20200604115458975483,17,9123,9123,es_20200422171843477250,esl_20200604115458975483,jax_gene_9123
KDM7A,es_20200604115458975514,7,80853,80853,es_20200422171845492387,esl_20200604115458975514,jax_gene_80853
FGF19,es_20200604115458975538,11,9965,9965,es_20200422180318843620,esl_20200604115458975538,jax_gene_9965
PLEKHA6,es_20200604115458975560,1,22874,22874,es_20200422180317499486,esl_20200604115458975560,jax_gene_22874
RREB1,es_20200604115458975585,6,6239,6239,es_20200422171855791025,esl_20200604115458975585,jax_gene_6239
SMAD2,es_20200604115458975612,18,4087,4087,es_20200422171901742495,esl_20200604115458975612,jax_gene_4087
STK35,es_20200604115458975642,20,140901,140901,es_20200422171848378844,esl_20200604115458975642,jax_gene_140901
MYOD1,es_20200604115458975666,11,4654,4654,es_20200422171857301638,esl_20200604115458975666,jax_gene_4654
BCL2L2,es_20200604115458975709,14,599,599,es_20200422171859316101,esl_20200604115458975709,jax_gene_599
CD44,es_20200604115458975736,11,960,960,es_20200422171854611421,esl_20200604115458975736,jax_gene_960
SH2D1A,es_20200604115458975772,X,4068,4068,es_20200422180322978376,esl_20200604115458975772,jax_gene_4068
NQO1,es_20200604115458975804,16,1728,1728,es_20200422171915400813,esl_20200604115458975804,jax_gene_1728
ZNF207,es_20200604115458975833,17,7756,7756,es_20200422171918647387,esl_20200604115458975833,jax_gene_7756
WT1,es_20200604115458975857,11,7490,7490,es_20200422180324353650,esl_20200604115458975857,jax_gene_7490
CEP89,es_20200604115458975885,19,84902,84902,es_20200422171911722818,esl_20200604115458975885,jax_gene_84902
STK11,es_20200604115458975910,19,6794,6794,es_20200422171912808289,esl_20200604115458975910,jax_gene_6794
HHAT,es_20200604115458975936,1,55733,55733,es_20200422171903526338,esl_20200604115458975936,jax_gene_55733
PKN1,es_20200604115458975961,19,5585,5585,es_20200422180330730922,esl_20200604115458975961,jax_gene_5585
CRP,es_20200604115458975991,1,1401,1401,es_20200422171908312581,esl_20200604115458975991,jax_gene_1401
NDRG1,es_20200604115458976014,8,10397,10397,es_20200422171916405260,esl_20200604115458976014,jax_gene_10397
TNFRSF17,es_20200604115458976052,16,608,608,es_20200422171921644775,esl_20200604115458976052,jax_gene_608
CTNNA1,es_20200604115458976080,5,1495,1495,es_20200422171926545258,esl_20200604115458976080,jax_gene_1495
PIK3CB,es_20200604115458976104,3,5291,5291,es_20200422171917448393,esl_20200604115458976104,jax_gene_5291
TYRP1,es_20200604115458976131,9,7306,7306,es_20200422171920559433,esl_20200604115458976131,jax_gene_7306
FLI1,es_20200604115458976172,11,2313,2313,es_20200422171925453447,esl_20200604115458976172,jax_gene_2313
DUX4,es_20200604115458976200,4,100288687,100288687,es_20200422171931215645,esl_20200604115458976200,jax_gene_100288687
H2BC5,es_20200604115458976224,6,3017,3017,es_20200422171923826544,esl_20200604115458976224,jax_gene_3017
DAXX,es_20200604115458976269,6,1616,1616,es_20200422171932883149,esl_20200604115458976269,jax_gene_1616
IGHV3-21,es_20200604115458976295,14,28444,28444,es_20200422171941380470,esl_20200604115458976295,jax_gene_28444
INPP4B,es_20200604115458976320,4,8821,8821,es_20200422171935469630,esl_20200604115458976320,jax_gene_8821
TEAD1,es_20200604115458976342,11,7003,7003,es_20200422180327009969,esl_20200604115458976342,jax_gene_7003
PIWIL1,es_20200604115458976372,12,9271,9271,es_20200422171951139820,esl_20200604115458976372,jax_gene_9271
SLC34A2,es_20200604115458976398,4,10568,10568,es_20200422171942299831,esl_20200604115458976398,jax_gene_10568
XRCC2,es_20200604115458976424,7,7516,7516,es_20200422171948346756,esl_20200604115458976424,jax_gene_7516
ADAM17,es_20200604115458976447,2,6868,6868,es_20200422171957964064,esl_20200604115458976447,jax_gene_6868
HLA-A,es_20200604115458976476,6,3105,3105,es_20200422171943389965,esl_20200604115458976476,jax_gene_3105
CDK11A,es_20200604115458976499,1,728642,728642,es_20200422171949174059,esl_20200604115458976499,jax_gene_728642
SLC38A3,es_20200604115458976529,3,10991,10991,es_20200422171939600228,esl_20200604115458976529,jax_gene_10991
SSX2,es_20200604115458976556,X,6757,6757,es_20200422171945731091,esl_20200604115458976556,jax_gene_6757
CCDC6,es_20200604115458976583,10,8030,8030,es_20200422171955041262,esl_20200604115458976583,jax_gene_8030
ACTA2,es_20200604115458976610,10,59,59,es_20200422171953942757,esl_20200604115458976610,jax_gene_59
PTK2,es_20200604115458976634,8,5747,5747,es_20200422171956895885,esl_20200604115458976634,jax_gene_5747
TUBB2A,es_20200604115458976663,6,7280,7280,es_20200422172003940249,esl_20200604115458976663,jax_gene_7280
TOP1,es_20200604115458976689,20,7150,7150,es_20200422172013615613,esl_20200604115458976689,jax_gene_7150
NOTCH4,es_20200604115458976712,6,4855,4855,es_20200422171959499354,esl_20200604115458976712,jax_gene_4855
MITF,es_20200604115458976735,3,4286,4286,es_20200422172015220052,esl_20200604115458976735,jax_gene_4286
CCNL2,es_20200604115458976777,1,81669,81669,es_20200422180329048174,esl_20200604115458976777,jax_gene_81669
JAZF1,es_20200604115458976810,7,221895,221895,es_20200422172008751998,esl_20200604115458976810,jax_gene_221895
CLDN18,es_20200604115458976853,3,51208,51208,es_20200422172024403784,esl_20200604115458976853,jax_gene_51208
XIAP,es_20200604115458976878,X,331,331,es_20200422172005035377,esl_20200604115458976878,jax_gene_331
TERT,es_20200604115458976910,5,7015,7015,es_20200422172010745632,esl_20200604115458976910,jax_gene_7015
CDC42BPA,es_20200604115458976943,1,8476,8476,es_20200422172016888641,esl_20200604115458976943,jax_gene_8476
AGAP3,es_20200604115458976969,7,116988,116988,es_20200422172045430876,esl_20200604115458976969,jax_gene_116988
TFG,es_20200604115458976997,3,10342,10342,es_20200422172017922466,esl_20200604115458976997,jax_gene_10342
KHDRBS1,es_20200604115458977024,1,10657,10657,es_20200422172020077169,esl_20200604115458977024,jax_gene_10657
DAB2IP,es_20200604115458977050,9,153090,153090,es_20200422172018917545,esl_20200604115458977050,jax_gene_153090
LAG3,es_20200604115458977077,12,3902,3902,es_20200422172026794097,esl_20200604115458977077,jax_gene_3902
U2AF2,es_20200604115458977101,19,11338,11338,es_20200422172031574159,esl_20200604115458977101,jax_gene_11338
NOS2,es_20200604115458977124,17,4843,4843,es_20200422172022478271,esl_20200604115458977124,jax_gene_4843
H3C2,es_20200604115458977151,6,8358,8358,es_20200422172036640220,esl_20200604115458977151,jax_gene_8358
MGAM,es_20200604115458977185,7,8972,8972,es_20200422172039388524,esl_20200604115458977185,jax_gene_8972
PRMT3,es_20200604115458977210,11,10196,10196,es_20200422172034885501,esl_20200604115458977210,jax_gene_10196
EML4,es_20200604115458977233,2,27436,27436,es_20200422172037648363,esl_20200604115458977233,jax_gene_27436
PREX2,es_20200604115458977261,8,80243,80243,es_20200422172042815953,esl_20200604115458977261,jax_gene_80243
NEGR1,es_20200604115458977288,1,257194,257194,es_20200422172046426381,esl_20200604115458977288,jax_gene_257194
SUV39H2,es_20200604115458977315,10,79723,79723,es_20200422172052313575,esl_20200604115458977315,jax_gene_79723
WNK1,es_20200604115458977338,12,65125,65125,es_20200422175610053480,esl_20200604115458977338,jax_gene_65125
LIFR,es_20200604115458977368,5,3977,3977,es_20200422175653978326,esl_20200604115458977368,jax_gene_3977
FHL2,es_20200604115458977395,2,2274,2274,es_20200422175648266922,esl_20200604115458977395,jax_gene_2274
STING1,es_20200604115458977423,5,340061,340061,es_20200422180105327775,esl_20200604115458977423,jax_gene_340061
AGGF1,es_20200604115458977456,5,55109,55109,es_20200422180053995308,esl_20200604115458977456,jax_gene_55109
SLC3A2,es_20200604115458977484,11,6520,6520,es_20200422180220790273,esl_20200604115458977484,jax_gene_6520
FOXM1,es_20200604115458977513,12,2305,2305,es_20200422180332888972,esl_20200604115458977513,jax_gene_2305
